Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_04164324,1,1,"hypothetical protein",131,131,131,0
PGF_05134156,1,1,"hypothetical protein",99,99,99,0
PGF_04605593,1,1,"hypothetical protein",112,112,112,0
PGF_06379810,1,1,"hypothetical protein",48,48,48,0
PGF_05140903,1,1,"hypothetical protein",147,147,147,0
PGF_04257040,1,1,"hypothetical protein",217,217,217,0
PGF_04334271,1,1,"hypothetical protein",58,58,58,0
PGF_04342678,1,1,"hypothetical protein",63,63,63,0
PGF_00001756,1,1,"FIG01115343: hypothetical protein",1053,1053,1053,0
PGF_02029772,2,1,"hypothetical protein",26,61,43.5,17.5
PGF_10518879,1,1,"hypothetical protein",336,336,336,0
PGF_08236871,1,1,"hypothetical protein",98,98,98,0
PGF_05254608,1,1,"hypothetical protein",151,151,151,0
PGF_01006233,1,1,"Transposase",199,199,199,0
PGF_05181515,1,1,"hypothetical protein",164,164,164,0
PGF_02031502,1,1,"hypothetical protein",95,95,95,0
PGF_06055942,1,1,"hypothetical protein",63,63,63,0
PGF_04109962,1,1,"hypothetical protein",92,92,92,0
PGF_05386765,1,1,"hypothetical protein",48,48,48,0
PGF_06449900,1,1,"hypothetical protein",237,237,237,0
PGF_02011372,1,1,"hypothetical protein",66,66,66,0
PGF_02010676,1,1,"hypothetical protein",145,145,145,0
PGF_00766212,1,1,"hypothetical protein",309,309,309,0
PGF_12763540,2,1,"hypothetical protein",231,363,297,66
PGF_08141607,1,1,"hypothetical protein",871,871,871,0
PGF_02011061,1,1,"hypothetical protein",666,666,666,0
PGF_02010523,1,1,"hypothetical protein",431,431,431,0
PGF_02011187,1,1,"hypothetical protein",535,535,535,0
PGF_02009960,1,1,"hypothetical protein",341,341,341,0
PGF_01035968,1,1,"Uncharacterized MFS-type transporter",405,405,405,0
PGF_02016410,1,1,"putative secreted protein",580,580,580,0
PGF_00069692,1,1,"cell surface protein precursor",345,345,345,0
PGF_00410681,1,1,"putative secreted protein",207,207,207,0
PGF_00321367,2,1,"hypothetical protein",185,188,186.5,1.5
PGF_12877347,1,1,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",471,471,471,0
PGF_10303066,1,1,"hypothetical protein",320,320,320,0
PGF_03505055,1,1,"hypothetical protein",193,193,193,0
PGF_00971479,1,1,"hypothetical protein",90,90,90,0
PGF_00879338,1,1,"Chloride channel protein",385,385,385,0
PGF_04921698,1,1,"minor capsid protein",282,282,282,0
PGF_02011445,1,1,"hypothetical protein",100,100,100,0
PGF_02014941,1,1,"hypothetical protein",129,129,129,0
PGF_12773933,1,1,"hypothetical protein",408,408,408,0
PGF_05469477,1,1,"hypothetical protein",149,149,149,0
PGF_02012266,2,1,"hypothetical protein",62,67,64.5,2.5
PGF_02010608,1,1,"putative scaffolding protein",130,130,130,0
PGF_00402897,1,1,"phage tape measure protein",314,314,314,0
PGF_00085828,1,1,"hypothetical protein",619,619,619,0
PGF_01321948,1,1,"putative polysaccharide biosynthesis protein",477,477,477,0
PGF_10482851,1,1,"Glycosyl transferase, group 2 family",308,308,308,0
PGF_03091368,1,1,"hypothetical protein",290,290,290,0
PGF_02032168,2,1,"hypothetical protein",537,549,543,6
PGF_01319087,1,1,"hypothetical protein",348,348,348,0
PGF_02010994,1,1,"Glycosyltransferase involved in cell wall biogenesis",333,333,333,0
PGF_02011004,1,1,"Membrane-bound protease, CAAX family",213,213,213,0
PGF_00041497,1,1,"Putative hydrolase, haloacid dehalogenase family",221,221,221,0
PGF_07542303,1,1,"hypothetical protein",369,369,369,0
PGF_02012460,1,1,"hypothetical protein",54,54,54,0
PGF_08431131,1,1,"NADPH-dependent FMN reductase",256,256,256,0
PGF_08210024,1,1,"lipoprotein precursor (putative)",291,291,291,0
PGF_00407210,1,1,"putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide",385,385,385,0
PGF_02025956,1,1,"hypothetical protein",191,191,191,0
PGF_10434629,1,1,"hypothetical protein",319,319,319,0
PGF_00756966,3,3,"Glycosyl transferase, group 2 family",262,402,344.6666666666667,59.896206520576534
PGF_02011444,1,1,"hypothetical protein",246,246,246,0
PGF_00064877,1,1,"Aromatic compounds catabolism protein",123,123,123,0
PGF_02011407,1,1,"hypothetical protein",116,116,116,0
PGF_02011106,1,1,"hypothetical protein",156,156,156,0
PGF_02011003,1,1,"Membrane-associated phospholipid phosphatase",219,219,219,0
PGF_02991304,1,1,"Phage transcriptional regulator, Cro/CI family",197,197,197,0
PGF_02014056,1,1,"hypothetical protein",50,50,50,0
PGF_04491843,1,1,"hypothetical protein",62,62,62,0
PGF_07169714,1,1,"prophage ps3 protein 13",214,214,214,0
PGF_02011323,1,1,"hypothetical protein",346,346,346,0
PGF_02011324,1,1,"hypothetical protein",95,95,95,0
PGF_00339844,1,1,"hypothetical protein",114,114,114,0
PGF_07625929,1,1,"hypothetical protein",76,76,76,0
PGF_07551018,1,1,"hypothetical protein",115,115,115,0
PGF_02029760,1,1,"hypothetical protein",39,39,39,0
PGF_07655969,1,1,"hypothetical protein",103,103,103,0
PGF_04752475,1,1,"hypothetical protein",147,147,147,0
PGF_06261291,1,1,"hypothetical protein",145,145,145,0
PGF_02016297,1,1,"hypothetical protein",138,138,138,0
PGF_02007444,1,1,"hypothetical protein",169,169,169,0
PGF_02012600,1,1,"hypothetical protein",238,238,238,0
PGF_00153846,1,1,"hypothetical protein",287,287,287,0
PGF_02011063,1,1,"hypothetical protein",80,80,80,0
PGF_02011062,1,1,"hypothetical protein",463,463,463,0
PGF_00276485,1,1,"hypothetical protein",69,69,69,0
PGF_08244986,1,1,"hypothetical protein",31,31,31,0
PGF_02029803,1,1,"hypothetical protein",50,50,50,0
PGF_04338773,1,1,"hypothetical protein",79,79,79,0
PGF_05323456,1,1,"Transcriptional regulator",252,252,252,0
PGF_00724381,1,1,"hypothetical protein",75,75,75,0
PGF_05474237,1,1,"hypothetical protein",58,58,58,0
PGF_02046914,1,1,"hypothetical protein",33,33,33,0
PGF_02010534,1,1,"hypothetical protein",187,187,187,0
PGF_00024533,1,1,"NADH dehydrogenase (EC 1.6.99.3)",206,206,206,0
PGF_10542396,1,1,"hypothetical protein",393,393,393,0
PGF_00014613,1,1,"Integral membrane protein",163,163,163,0
PGF_02011299,1,1,"hypothetical protein",89,89,89,0
PGF_02012660,1,1,"hypothetical protein",65,65,65,0
PGF_02013757,1,1,"Putative membrane-spanning protein",87,87,87,0
PGF_02018695,1,1,"Bacteriocin prepeptide or inducing factor for bacteriocin synthesis",84,84,84,0
PGF_07671315,1,1,"hypothetical protein",32,32,32,0
PGF_02013281,1,1,"Three-component quorum-sensing regulatory system, inducing peptide for bacteriocin biosynthesis",39,39,39,0
PGF_02025001,1,1,"Three-component quorum-sensing regulatory system, sensor histidine kinase",430,430,430,0
PGF_02011293,1,1,"Three-component quorum-sensing regulatory system, response regulator",264,264,264,0
PGF_02012150,1,1,"hypothetical protein",76,76,76,0
PGF_02041928,1,1,"hypothetical protein",65,65,65,0
PGF_12755697,1,1,"hypothetical protein",44,44,44,0
PGF_02012720,1,1,"hypothetical protein",234,234,234,0
PGF_01017084,1,1,"hypothetical protein",57,57,57,0
PGF_00110380,1,1,"hypothetical protein",273,273,273,0
PGF_02010988,1,1,"FIG00743537: hypothetical protein",149,149,149,0
PGF_02011021,1,1,"Predicted membrane protein",214,214,214,0
PGF_03106082,1,1,"Amino-acid permease AapA",453,453,453,0
PGF_02011587,1,1,"hypothetical protein",93,93,93,0
PGF_02012529,1,1,"Late competence protein ComGF, access of DNA to ComEA, FIG012620",154,154,154,0
PGF_02011686,1,1,"Late competence protein ComGD, access of DNA to ComEA, FIG038316",132,132,132,0
PGF_02018614,1,1,"hypothetical protein",352,352,352,0
PGF_02016408,2,1,"putative membrane protein",94,159,126.5,32.5
PGF_10552917,2,1,"hypothetical protein",98,504,301,203
PGF_01741016,1,1,"hypothetical protein",540,540,540,0
PGF_02010491,1,1,"Lipolytic enzyme, G-D-S-L",198,198,198,0
PGF_00423038,1,1,"Diacylglycerol kinase, Bacillus type (EC 2.7.1.107)",339,339,339,0
PGF_02013917,1,1,"hypothetical protein",109,109,109,0
PGF_06619832,1,1,"hypothetical protein",123,123,123,0
PGF_06439398,1,1,"hypothetical protein",55,55,55,0
PGF_06427858,1,1,"hypothetical protein",279,279,279,0
PGF_04920872,1,1,"hypothetical protein",118,118,118,0
PGF_02017775,1,1,"hypothetical protein",64,64,64,0
PGF_04024969,1,1,"hypothetical protein",71,71,71,0
PGF_02015380,1,1,"hypothetical protein",66,66,66,0
PGF_02013020,1,1,"hypothetical protein",333,333,333,0
PGF_10433968,1,1,"hypothetical protein",164,164,164,0
PGF_02013019,1,1,"hypothetical protein",70,70,70,0
PGF_02013207,1,1,"hypothetical protein",93,93,93,0
PGF_02012771,1,1,"viral A-type inclusion protein, putative",371,371,371,0
PGF_00769007,1,1,"hypothetical protein",343,343,343,0
PGF_06415065,1,1,"hypothetical protein",32,32,32,0
PGF_02014942,1,1,"hypothetical protein",45,45,45,0
PGF_02015409,1,1,"hypothetical protein",50,50,50,0
PGF_05110766,1,1,"hypothetical protein",49,49,49,0
PGF_02031274,1,1,"hypothetical protein",77,77,77,0
PGF_02872493,1,1,"Phage repressor",183,183,183,0
PGF_02031273,1,1,"hypothetical protein",54,54,54,0
PGF_02031272,1,1,"hypothetical protein",184,184,184,0
PGF_05557086,1,1,"hypothetical protein",47,47,47,0
PGF_10569228,1,1,"hypothetical protein",135,135,135,0
PGF_08291844,1,1,"hypothetical protein",58,58,58,0
PGF_02025180,1,1,"hypothetical protein",195,195,195,0
PGF_02025181,1,1,"hypothetical protein",167,167,167,0
PGF_00104688,1,1,"hypothetical protein",677,677,677,0
PGF_00792476,1,1,"Transcriptional regulator",123,123,123,0
PGF_02012710,1,1,"hypothetical protein",140,140,140,0
PGF_02013278,1,1,"hypothetical protein",160,160,160,0
PGF_02012658,1,1,"hypothetical protein",118,118,118,0
PGF_02013123,1,1,"hypothetical protein",89,89,89,0
PGF_02013021,1,1,"hypothetical protein",88,88,88,0
PGF_00017691,1,1,"Luciferase-like monooxygenase YhbW",354,354,354,0
PGF_10349062,1,1,"NADPH-dependent FMN reductase family protein",187,187,187,0
PGF_02011156,1,1,"hypothetical protein",72,72,72,0
PGF_12768312,1,1,"hypothetical protein",321,321,321,0
PGF_07462609,1,1,"Efflux pump Lde",406,406,406,0
PGF_02016294,1,1,"hypothetical protein",85,85,85,0
PGF_00410614,1,1,"putative secreted protein",97,97,97,0
PGF_08180807,1,1,"hypothetical protein",168,168,168,0
PGF_04934273,1,1,"hypothetical protein",166,166,166,0
PGF_00040144,1,1,"Alkaline phosphatase (EC 3.1.3.1)",202,202,202,0
PGF_02031199,1,1,"hypothetical protein",571,571,571,0
PGF_07701201,1,1,"hypothetical protein",395,395,395,0
PGF_10320272,1,1,"hypothetical protein",74,74,74,0
PGF_00017189,1,1,"Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)",351,351,351,0
PGF_05949474,2,1,"hypothetical protein",76,102,89,13
PGF_04908000,1,1,"hypothetical protein",72,72,72,0
PGF_08257636,1,1,"hypothetical protein",401,401,401,0
PGF_04117367,1,1,"hypothetical protein",300,300,300,0
PGF_05523746,1,1,"putative secreted protein",197,197,197,0
PGF_05509908,1,1,"putative secreted protein",187,187,187,0
PGF_06655075,1,1,"hypothetical protein",462,462,462,0
PGF_04839330,1,1,"hypothetical protein",74,74,74,0
PGF_06520518,1,1,"hypothetical protein",59,59,59,0
PGF_04876568,1,1,"hypothetical protein",56,56,56,0
PGF_06399258,1,1,"hypothetical protein",93,93,93,0
PGF_02020163,1,1,"hypothetical protein",68,68,68,0
PGF_10506261,1,1,"hypothetical protein",73,73,73,0
PGF_04657758,1,1,"hypothetical protein",251,251,251,0
PGF_05508028,1,1,"hypothetical protein",68,68,68,0
PGF_00379951,1,1,"hypothetical protein",342,342,342,0
PGF_10475909,1,1,"hypothetical protein",96,96,96,0
PGF_05791643,1,1,"hypothetical protein",104,104,104,0
PGF_02029961,1,1,"hypothetical protein",200,200,200,0
PGF_12841923,1,1,"Transcriptional regulator",266,266,266,0
PGF_02009432,1,1,"hypothetical protein",330,330,330,0
PGF_05393398,1,1,"hypothetical protein",44,44,44,0
PGF_02011036,1,1,"Replication protein",254,254,254,0
PGF_02011237,1,1,"hypothetical protein",200,200,200,0
PGF_00067832,1,1,"abortive phage resistance protein, putative",193,193,193,0
PGF_00067833,1,1,"abortive phage resistance protein, putative",405,405,405,0
PGF_06126228,1,1,"hypothetical protein",108,108,108,0
PGF_02013764,1,1,"Streptococcal hemagglutinin protein",417,417,417,0
PGF_02010507,1,1,"Surface protein from Gram-positive cocci, anchor region",724,724,724,0
PGF_05917204,1,1,"hypothetical protein",136,136,136,0
PGF_05525830,1,1,"hypothetical protein",177,177,177,0
PGF_05645496,1,1,"hypothetical protein",269,269,269,0
PGF_12693390,1,1,"hypothetical protein",64,64,64,0
PGF_08276701,1,1,"hypothetical protein",194,194,194,0
PGF_08304483,1,1,"hypothetical protein",127,127,127,0
PGF_06776964,1,1,"hypothetical protein",87,87,87,0
PGF_04834160,1,1,"hypothetical protein",53,53,53,0
PGF_05524650,1,1,"hypothetical protein",74,74,74,0
PGF_05244021,1,1,"hypothetical protein",151,151,151,0
PGF_02010025,1,1,"hypothetical protein",111,111,111,0
PGF_02014117,1,1,"hypothetical protein",154,154,154,0
PGF_02011170,2,1,"transcriptional antiterminator",68,84,76,8
PGF_02019420,1,1,"Accessory gene regulator protein C",423,423,423,0
PGF_10432332,1,1,"Response regulator",245,245,245,0
PGF_03939436,1,1,"hypothetical protein",55,55,55,0
PGF_02018617,1,1,"hypothetical protein",84,84,84,0
PGF_06519020,1,1,"hypothetical protein",42,42,42,0
PGF_02010616,1,1,"hypothetical protein",317,317,317,0
PGF_02011023,1,1,"Programmed cell death antitoxin YdcD",82,82,82,0
PGF_00299126,1,1,"hypothetical protein",238,238,238,0
PGF_02010511,1,1,"diacylglycerol kinase catalytic domain protein",308,308,308,0
PGF_02011191,1,1,"hypothetical protein",192,192,192,0
PGF_02022841,1,1,"hypothetical protein",119,119,119,0
PGF_05507045,1,1,"hypothetical protein",36,36,36,0
PGF_10423856,1,1,"hypothetical protein",215,215,215,0
PGF_00646967,1,1,"Uncharacterized MFS-type transporter",396,396,396,0
PGF_00381500,1,1,"hypothetical protein",46,46,46,0
PGF_03936209,1,1,"hypothetical protein",465,465,465,0
PGF_02033775,1,1,"hypothetical protein",265,265,265,0
PGF_02011778,1,1,"hypothetical protein",65,65,65,0
PGF_00149711,1,1,"hypothetical protein",147,147,147,0
PGF_08278510,1,1,"Mobile element protein",125,125,125,0
PGF_02038842,1,1,"hypothetical protein",95,95,95,0
PGF_06147441,1,1,"hypothetical protein",42,42,42,0
PGF_08149713,1,1,"hypothetical protein",75,75,75,0
PGF_01989076,1,1,"hypothetical protein",305,305,305,0
PGF_10454076,1,1,"hypothetical protein",90,90,90,0
PGF_01989983,1,1,"hypothetical protein",206,206,206,0
PGF_01988956,1,1,"hypothetical protein",226,226,226,0
PGF_01986115,1,1,"hypothetical protein",328,328,328,0
PGF_01989982,1,1,"hypothetical protein",75,75,75,0
PGF_01989981,1,1,"hypothetical protein",161,161,161,0
PGF_01989980,1,1,"hypothetical protein",164,164,164,0
PGF_01989979,1,1,"hypothetical protein",69,69,69,0
PGF_01986114,1,1,"hypothetical protein",104,104,104,0
PGF_04814322,1,1,"hypothetical protein",588,588,588,0
PGF_10331908,1,1,"hypothetical protein",84,84,84,0
PGF_01999693,1,1,"hypothetical protein",91,91,91,0
PGF_10363974,1,1,"hypothetical protein",78,78,78,0
PGF_01619394,1,1,"hypothetical protein",71,71,71,0
PGF_01994356,1,1,"FIG00646873: hypothetical protein",144,144,144,0
PGF_00131224,1,1,"hypothetical protein",957,957,957,0
PGF_10311734,1,1,"hypothetical protein",783,783,783,0
PGF_08809337,1,1,"hypothetical protein",581,581,581,0
PGF_01618019,1,1,"hypothetical protein",40,40,40,0
PGF_01990011,1,1,"hypothetical protein",159,159,159,0
PGF_00096142,1,1,"hypothetical protein",46,46,46,0
PGF_00239952,1,1,"hypothetical protein",125,125,125,0
PGF_01997600,1,1,"hypothetical protein",190,190,190,0
PGF_00106632,1,1,"hypothetical protein",128,128,128,0
PGF_00049794,2,1,"SNF2 family protein",289,2488,1388.5,1099.5
PGF_01990010,1,1,"hypothetical protein",161,161,161,0
PGF_01989083,1,1,"hypothetical protein",155,155,155,0
PGF_04345427,1,1,"hypothetical protein",40,40,40,0
PGF_00267263,1,1,"hypothetical protein",300,300,300,0
PGF_01986113,2,1,"hypothetical protein",117,149,133,16
PGF_01989965,1,1,"hypothetical protein",513,513,513,0
PGF_02001115,1,1,"hypothetical protein",87,87,87,0
PGF_01989069,1,1,"hypothetical protein",192,192,192,0
PGF_08082372,1,1,"hypothetical protein",235,235,235,0
PGF_02001671,1,1,"hypothetical protein",57,57,57,0
PGF_01990151,1,1,"hypothetical protein",54,54,54,0
PGF_02004545,1,1,"hypothetical protein",41,41,41,0
PGF_02004226,1,1,"hypothetical protein",42,42,42,0
PGF_01994327,1,1,"hypothetical protein",81,81,81,0
PGF_02005213,1,1,"hypothetical protein",52,52,52,0
PGF_01989906,1,1,"hypothetical protein",38,38,38,0
PGF_04141049,3,1,"hypothetical protein",109,129,122.33333333333333,9.428090415820634
PGF_01989082,1,1,"hypothetical protein",125,125,125,0
PGF_00180512,1,1,"hypothetical protein",179,179,179,0
PGF_01999095,1,1,"hypothetical protein",110,110,110,0
PGF_01989967,1,1,"hypothetical protein",107,107,107,0
PGF_01990819,1,1,"hypothetical protein",84,84,84,0
PGF_00388142,1,1,"hypothetical protein",268,268,268,0
PGF_02006024,1,1,"hypothetical protein",37,37,37,0
PGF_01997497,1,1,"hypothetical protein",200,200,200,0
PGF_01989891,1,1,"hypothetical protein",100,100,100,0
PGF_01994320,1,1,"hypothetical protein",191,191,191,0
PGF_01994321,1,1,"hypothetical protein",181,181,181,0
PGF_01996991,1,1,"hypothetical protein",243,243,243,0
PGF_06893113,1,1,"hypothetical protein",362,362,362,0
PGF_02002732,1,1,"hypothetical protein",48,48,48,0
PGF_00132719,1,1,"hypothetical protein",224,224,224,0
PGF_03142037,1,1,"Uncharacterized protein YrkC",143,143,143,0
PGF_01989995,1,1,"hypothetical protein",133,133,133,0
PGF_01997272,2,1,"hypothetical protein",73,221,147,74
PGF_02006014,1,1,"hypothetical protein",37,37,37,0
PGF_02000643,1,1,"hypothetical protein",70,70,70,0
PGF_10496236,1,1,"hypothetical protein",425,425,425,0
PGF_01989993,1,1,"hypothetical protein",387,387,387,0
PGF_01998420,1,1,"hypothetical protein",141,141,141,0
PGF_02000949,1,1,"hypothetical protein",65,65,65,0
PGF_00420101,1,1,"Cystine-binding periplasmic protein precursor",277,277,277,0
PGF_01989992,1,1,"hypothetical protein",197,197,197,0
PGF_01989991,1,1,"hypothetical protein",181,181,181,0
PGF_01988987,1,1,"hypothetical protein",410,410,410,0
PGF_07699776,1,1,"hypothetical protein",75,75,75,0
PGF_01989990,1,1,"hypothetical protein",184,184,184,0
PGF_01989989,1,1,"hypothetical protein",135,135,135,0
PGF_00412663,1,1,"sodium-dependent amino acid transporter (proline, tryptophan)",446,446,446,0
PGF_00190342,1,1,"hypothetical protein",202,202,202,0
PGF_01998853,1,1,"hypothetical protein",121,121,121,0
PGF_01996583,1,1,"hypothetical protein",277,277,277,0
PGF_01985211,1,1,"hypothetical protein",155,155,155,0
PGF_10304298,1,1,"hypothetical protein",288,288,288,0
PGF_02000879,1,1,"hypothetical protein",66,66,66,0
PGF_01989988,1,1,"hypothetical protein",77,77,77,0
PGF_00193537,1,1,"hypothetical protein",140,140,140,0
PGF_08077941,1,1,"hypothetical protein",295,295,295,0
PGF_03956587,1,1,"hypothetical protein",664,664,664,0
PGF_01994359,1,1,"hypothetical protein",326,326,326,0
PGF_01994358,1,1,"hypothetical protein",273,273,273,0
PGF_08251013,1,1,"hypothetical protein",117,117,117,0
PGF_01987692,1,1,"hypothetical protein",107,107,107,0
PGF_00361521,1,1,"hypothetical protein",422,422,422,0
PGF_08103463,1,1,"hypothetical protein",335,335,335,0
PGF_01989892,1,1,"hypothetical protein",117,117,117,0
PGF_01989893,1,1,"hypothetical protein",184,184,184,0
PGF_01989894,1,1,"hypothetical protein",192,192,192,0
PGF_01988975,1,1,"hypothetical protein",234,234,234,0
PGF_00145334,1,1,"hypothetical protein",379,379,379,0
PGF_01463073,1,1,"hypothetical protein",226,226,226,0
PGF_12691004,1,1,"hypothetical protein",313,313,313,0
PGF_01990033,1,1,"hypothetical protein",89,89,89,0
PGF_01990031,1,1,"hypothetical protein",67,67,67,0
PGF_01990030,1,1,"hypothetical protein",108,108,108,0
PGF_01988974,1,1,"hypothetical protein",299,299,299,0
